;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
357.;1909021702;19.09.2013;GV;PLAID TECHNOLOGIES INC.;US;7371 / 7372
358.;1909201968;14.02.2014;GV;TRANSCRIPTIC INC.;US;7374
359.;1909192645;27.01.2015;GV;SCOUT RFP INC.;US;7372 / 7374
360.;1601455541;14.03.2013;GV;DEVELOPER AUCTION INC. DEVELOPERAUCTION INC.;US;7374
361.;1909431054;01.12.2013;GV;KAMCORD INC.;US;7372
362.;1909179458;16.12.2014;GV;HELLO DIGIT INC.;US;7374
363.;1601468813;25.04.2013;GV;MOONFRYE INC.;US;7371 / 7374
364.;1601359216;04.04.2012;GV;WITTLEBEE;US;8641 / 8999
365.;1601288572;26.07.2011;GV;READ IT LATER INC.;US;7371 / 7372 / 7374
366.;1909014317;27.08.2013;GV;CARNIVAL INC.;US;7372 / 7374
367.;1601461458;04.04.2013;GV;HIGH FIDELITY INC.;US;7374
368.;1909001016;17.07.2013;GV;APPORTABLE INC.;US;7374
369.;1601408807;04.10.2012;GV;EXPECT LABS INC.;US;7374
370.;1909302080;31.07.2013;GV;KEEPTRUCKIN INC.;US;7372
371.;1909072303;12.02.2014;GV;RISE LABS INC.;US;7372
372.;1601353033;11.07.2012;GV;SPACE MONKEY INC.;US;3572 / 7374
373.;1909195732;15.10.2015;GV;EMERGENT VR;US;7372 / 7374
374.;1601304482;;GV;CUSTOMMADE VENTURES CORPORATION;US;7374
375.;1909224600;22.04.2015;GV;SCALYR INC.;US;7374
376.;1909200948;22.01.2014;GV;APPTIMIZE INC.;US;7372 / 7374
377.;1909093149;10.04.2014;GV;LAST GUIDE COMPANY, THE;US;7372 / 7374
378.;1909209546;11.03.2015;GV;BENTO LABS;US;7372
379.;1909177939;11.12.2014;GV;FRAMED DATA INC.;US;7374
380.;1909138260;25.08.2014;GV;DATANYZE INC.;US;7372 / 7374
381.;1909092100;09.04.2014;GV;SAVIOKE INC.;US;3559
382.;1909057175;31.07.2012;GV;HEY INC.;US;7371
383.;1909013052;22.08.2013;GV;NOREDINK CORPORATION;US;7374
384.;1601386878;15.06.2011;GV;UTAH STREET LABS INC.;US;7374
385.;1601366818;02.05.2012;GV;VUNGLE INC.;US;7372 / 7374
386.;1909503175;11.12.2013;GV;EMISSARY INC.;US;7374
387.;1909077665;05.02.2014;GV;ATTUNE;US;7372 / 7374
388.;1601456707;18.03.2013;GV;NAMO MEDIA INC.;US;7371 / 7374
389.;1909068391;04.02.2014;GV;CONFIDE INC.;US;7371
390.;1601457497;19.03.2013;GV;LITTLEINC LABS INC.;US;7371 / 7372
391.;1909142988;04.09.2014;GV;CORD PROJECT INC.;US;7372
392.;1909001674;01.01.2012;GV;CONCEPT.IO INC.;US;7372
393.;1601393520;08.08.2012;GV;UPSTART NETWORK INC.;US;7374
394.;1601376457;05.06.2012;GV;SMARTERER INC.;US;7374
395.;1601288998;19.06.2011;GV;LOCAL MERCHANT SERVICES INC.;US;7374
396.;1909105243;20.05.2014;GV;DATAPAD INC.;US;7371 / 7372 / 7374
397.;1601345737;23.02.2012;GV;SCAN INC.;US;7372
398.;1601280674;07.11.2011;GV;MILK INC.;US;7371 / 7374
399.;1909124447;08.07.2014;GV;AMINO INC.;US;7372
400.;1909013724;22.08.2013;GV;CLUSTER LABS INC.;US;7371
401.;1909158941;21.10.2014;GV;BOWERY INC.;US;7371 / 7372
402.;1909156228;14.10.2014;GV;MAPD TECHNOLOGIES INC.;US;7374
403.;1909150899;30.09.2014;GV;ENDER LABS INC.;US;7374
404.;1601431294;19.12.2012;GV;KAMCORD INC.;US;7372
405.;1601421053;14.11.2012;GV;HOMELIGHT INC.;US;7374
406.;1601356498;27.03.2012;GV;APPSTACK INC.;US;7371 / 7374
407.;1601344339;27.12.2011;GV;SKEDUL.ME INC.;US;7372
408.;1601320900;30.11.2011;GV;OBJECTIVE LOGISTICS INC.;US;7374
409.;1601290363;03.08.2011;GV;AIRY LABS INC.;US;8999
410.;1909126534;18.07.2014;GV;STATUS DIALOGUE LDA;PT;7374
411.;1601350207;24.05.2012;GV;TRIPTROTTING INC.;US;8999
412.;1601253550;04.01.2011;GV;TWEETNGO INC.;US;7371 / 7374
413.;1909067813;31.12.2013;GV;DATAFOX INTELLIGENCE INC.;US;7374
414.;1909081389;26.12.2013;GV;SECRET INC.;US;7374 / 8999
415.;1601381691;26.06.2012;GV;FRESHPLUM INC.;US;7374
416.;1909167269;12.11.2014;GV;VIDA & COMPANY;US;7374
417.;1909010014;29.05.2012;GV;FX ALIGNED INC.;US;7374
418.;1601404871;10.09.2012;GV;GYFT INC.;US;7372 / 7374
419.;1601278178;14.06.2011;GV;SMARTERER INC.;US;7374
420.;1941076534;29.08.2013;GV;TALA;US;7371 / 7374
421.;1909132807;06.09.2013;GV;LECTORIUS INC.;US;7374
422.;1909125935;16.07.2014;GV;MONETOLOGY LLC;US;7372 / 7374
423.;1909071137;19.04.2012;GV;WANDER;US;7372
424.;1909051302;11.12.2013;GV;ESTABLISHED TOMORROW LLC;US;3575
425.;1601429758;13.12.2012;GV;TRANSCRIPTIC INC.;US;7374
426.;1601428446;10.12.2012;GV;APPTENTIVE INC.;US;7372 / 7374
427.;1601426265;03.12.2012;GV;TRUELENS;US;7331 / 7374 / 8742
428.;1601377888;12.06.2012;GV;ROQBOT INC.;US;7371 / 7372
429.;1909039439;07.11.2013;GV;BUILDING ROBOTICS INC.;US;7372 / 7374
430.;1601381661;25.06.2012;GV;UBERSENSE INC.;US;7372
431.;1601315428;04.08.2011;GV;PARSE INC.;US;7371 / 7374
432.;1909205057;23.02.2015;GV;ORBITHCI INC.;US;3571 / 7372
433.;1909137551;21.08.2014;GV;PRODUCT HUT INC.;US;7374
434.;1909078562;14.05.2013;GV;HUNGRY DRUM INC.;US;3942 / 7371 / 8731
435.;1633007974;26.03.2008;GV;COMSENZ INC.;CN;7371 / 7372
436.;1601431627;19.12.2012;GV;FITSTAR LABS INC.;US;7372
437.;1601405125;11.09.2012;GV;REPUBLIC PROJECT INC.;US;7371 / 7374
438.;1601394423;09.08.2012;GV;WANTWORTHY INC.;US;7374
439.;1601275023;16.05.2011;GV;HIPSTER INC.;US;7371 / 7374 / 8999
440.;1909559323;04.01.2012;GV;NIMBLE SOFTWARE LLC;US;7374
441.;1601358687;30.06.2011;GV;KIBITS CORPORATION;US;7371 / 7374 / 8999
442.;1601330038;05.01.2012;GV;NIMBLE INC.;US;7374 / 8999
443.;1601319268;23.11.2011;GV;POCKET CHANGE INC.;US;7374 / 8999
444.;1909002181;18.07.2013;GV;NIFTI INC.;US;7371 / 7374
445.;1909313696;20.06.2013;GV;DISRUPTOR BEAM INC.;US;7371 / 7374
446.;1909090690;04.04.2014;GV;EGOMOTION CORPORATION;US;7372
447.;1601299883;08.09.2011;GV;ECHOECHO MEDIA INC.;US;7371 / 7372
448.;1601289518;29.07.2011;GV;JUST.ME INC.;US;8999
449.;1601244576;20.01.2011;GV;LAW PIVOT INC.;US;7374
450.;1601307487;11.10.2011;GV;APPYZOO INC.;US;7371
451.;1601302564;11.08.2011;GV;NETTLE INC.;US;7371 / 7372
452.;1909012267;17.08.2013;GV;BUTTER SYSTEMS INC.;US;7371
453.;1601119096;01.10.2009;GV;ADIMAB LLC;US;2836 / 8731
454.;1601119447;02.10.2009;GV;ENGLISHCENTRAL, INC.;JP;7371 / 8299 / 8999
455.;1601149822;12.01.2010;GV;VIGLINK INC.;US;7371 / 7372
456.;1601235963;20.10.2010;GV;POSTABON INC.;US;7374
457.;1601249253;07.02.2011;GV;DASIENT INC.;US;7371 / 7372
458.;1601278929;16.06.2011;GV;SHOPOBOT INC.;US;7374 / 8999
459.;1601284305;07.07.2011;GV;WINGU INC.;US;7374
460.;1601286840;12.07.2011;GV;ASTRID INC.;US;8999
461.;1601288111;12.07.2011;GV;CRITTERCISM INC.;US;7372 / 7374
462.;1601303596;01.04.2011;GV;STAMPED INC.;US;7374 / 8999
463.;1601303955;27.09.2011;GV;YESWARE INC.;US;7372 / 7374
464.;1601314131;04.11.2011;GV;TRACELYTICS INC.;US;7371 / 7374
465.;1601319498;02.11.2011;GV;SPEAKERTEXT INC.;US;7371 / 7374
466.;1601328618;29.12.2011;GV;COOL PLANET BIOFUELS INC.;US;2869 / 8731
467.;1601335437;17.01.2012;GV;BIONIC PANDA GAMES INC.;US;7371
468.;1601343725;16.02.2012;GV;BACKPLANE INC.;US;7371 / 8999
469.;1601353586;19.03.2012;GV;CLEARSTORY DATA INC.;US;7374
470.;1601365604;27.04.2012;GV;AVOS SYSTEMS INC.;US;7371 / 7374
471.;1601374534;30.05.2012;GV;OPTIMIZELY INC.;US;7374
472.;1601390527;25.07.2012;GV;STAMPED INC.;US;7374 / 8999
473.;1601406477;26.09.2012;GV;DESMOS INC.;US;7374
474.;1601414524;10.10.2012;GV;FLURISH INC.;US;7374
475.;1601431290;;GV;ANGELLIST LLC;US;6799 / 7374
476.;1601464395;11.04.2013;GV;TERRARIUM INC.;US;7371 / 7374
477.;1601475037;14.05.2013;GV;OPENCOIN INC.;US;7371 / 7374
478.;1601480887;30.05.2013;GV;WEOTTA INC.;US;7371 / 7372
479.;1909007380;31.07.2013;GV;LE TOTE INC.;US;7374
480.;1909037839;04.11.2013;GV;OPENBAY INC.;US;7371 / 7374
481.;1909038110;03.08.2012;GV;COMMAGERE VENTURES INC.;US;7371 / 7374
482.;1909056814;08.01.2011;GV;NEST LABS INC.;US;3669 / 3822 / 7371 / 7372
483.;1909082433;14.10.2013;GV;PREMISE DATA CORPORATION;US;7372 / 7374
484.;1909112769;11.06.2014;GV;WUT INC.;US;7372
485.;1909128038;17.07.2014;GV;DJZ INC.;US;7374
486.;1909148631;18.04.2013;GV;ROBINHOOD MARKETS INC.;US;7371 / 7374
487.;1909237655;26.05.2015;GV;RANI THERAPEUTICS INC.;US;2834
488.;1909262772;07.02.2014;GV;DATAFOX INTELLIGENCE INC.;US;7374
489.;1909392852;20.01.2016;GV;PLEXXI INC.;US;7371 / 7372
490.;1909431670;26.04.2016;GV;HIREATHENA INC.;US;7374
491.;1909490783;01.05.2014;GV;URBAN ENGINES INC.;US;7371 / 7372
492.;1909582248;;GV;CSQUARED;KE;1731
493.;1909590739;31.07.2014;GV;LEDGERX LLC;US;7372 / 7374
494.;1909601729;06.07.2017;GV;DECIBEL THERAPEUTICS INC.;US;8731
